web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616844481-1058","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","40 . Market Hall","71 343 84 57","ul. Piaskowa 17","null","$$ Agricultural fair"
"1616844481-1052","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","34 . Etno Cafe Ovo","53 777 22 36","ul. 83","null","$$ Coffee and tea"
"1616844493-1072","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","54 . Strauss Cafe Poland","71 352 07 16","ul. Rogowska 127","null",""
"1616844487-1063","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","45 . Tee Books Cafe Bar Elżbieta Kargol","","Więzienna 16","null","Bars"
"1616844463-1019","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","1 . Bema Café","71 786 40 66","ul. Legnicka 56","null","$Kawiarnie, Kawa i herbata, Piekarnie"
"1616844498-1088","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=60","70 . Cafe Netka Internet Cafe Martynowicz Wioletta Mandat","71 319 56 23","Victory 8","null",""
"1616844474-1046","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=20","28. Mamalu Cafe","53 178 65 71","ul. Ofiar Oswiecimskich 19","null","$Kawa i herbata, Kawiarnie"
"1616844498-1081","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=60","63 . Przemysław Puślednik Cafe Internet","","Gajowa 34","null","Newspapers and magazines"
"1616844469-1034","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","16. Cafe Rozrusznik","","Cybulskiego 15","null","$Kawiarnie, Kawa i herbata"
"1616844469-1036","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","18. Kot Cafe Wroclaw","","Stanisława Dubois 25","null","Kawiarnie tematyczne"
"1616844463-1025","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","7. Vinyl Cafe","50 826 02 88","ul. Kotlarska 35-36","null","$$Kawa i herbata, Kawiarnie"
"1616844498-1082","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=60","64 . Internet Cafe Web B Sędłak A Bem","","Dry 1","null",""
"1616844469-1035","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","17. Vincent","51 979 97 45","ul. Oławska 8A / 1","null","$$Piekarnie, Kawiarnie"
"1616844498-1080","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=60","62 . Rock Music Cafe Ostaszewski Mirosław","","Leonardo Da Vinci 14/1","null","Bars"
"1616844481-1055","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","37 . Hard Rock Cafe","71 726 11 40","ul. Market Square 25","null","Bars , Cafes , American"
"1616844487-1059","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","41 . 304 Brunch / Cafe","79 737 96 89","ul. Clean 4","null","Bistro , Cafes , Coffee and tea"
"1616844493-1077","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","59 . Morelovo Cafe & Baby & Workshop","","ul. Trawowa 53a","null",""
"1616844487-1060","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","42 . Cafe Fika","71 790 40 92","ul. Market 7","null","$ Cafes , Coffee and Tea"
"1616844503-1089","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=70","71 . Marko Cafe Beverage distributors Jarosław Markowicz","71 781 57 92","Dirty 60","null",""
"1616844481-1053","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","35 . Bike Cafe Wrocław","60 243 47 55","South Park","null","$ Cafes , Food Stands"
"1616844481-1051","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","33 . Di Cafe Deli","71 780 50 19","ul. Great 4/20","null","Coffee and tea , Cafes"
"1616844463-1027","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","9. Bohema Caffe","53 340 54 33","ul. Świdnicka 22","null","Kawiarnie, Kawa i herbata"
"1616844493-1075","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","57 . Cafe Delicatessen Confectionery Good Zofia","71 339 16 71","Ojca Beyzyma 1c","null","Candy stores"
"1616844474-1040","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=20","22 . Cafe Studio Apartment","71 729 46 26","ul. Benedykta Polaka 12","null","$ Cafes , Coffee and Tea"
"1616844474-1041","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=20","23 . Parliament Cafe & Bistro","71 758 40 56","ul. Szczytnicka 28","null","Cafes , Breakfast & Brunch , Bistro"
"1616844463-1022","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","4 . Cafe Borówka","71 343 12 25","ul. Świdnicka 38A","null","$$ Coffee & Tea , Cafes"
"1616844463-1028","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","10. Lulu Cafe","66 998 31 30","ul. Powstańców Śląskich 2-4","null","Kawiarnie, Śniadanie i brunch, Lody i mrożony jogurt"
"1616844474-1042","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=20","24 . Selfie Cafe","53 694 54 40","ul. Kuźnicza 33 / 1A","null","Cafes"
"1616844481-1054","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","36 . Etno Cafe Okrąglak","71 307 10 03","pl. Tadeusz Kościuszko","null","$$ Coffee and tea"
"1616844481-1050","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","32 . Etno Cafe Wroclavia","57 577 1078","null","null","$$ Coffee and tea"
