web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616843774-298","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","8. Retro","66 521 79 65","ul. Piwna 5/6","null","$Kawiarnie, Ciastka"
"1616843801-349","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","59 . Gazeta Rock Cafe of the Polish Rock Museum","50 711 77 76","ul. Straganiarska 18/19","null","Tourist services"
"1616843797-334","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","44 . Café Wardrobe","","ul. Podmurze 2","null","$ Pubs"
"1616843774-294","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","4 . Cafe Faktotum","51 123 33 94","St. Spirit 8/10","null","$$ Cafes , Coffee & Tea"
"1616843801-347","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","57 . Mazel Tov Cafe Restaurant","51 155 76 63","Ogarna 119","null",""
"1616843813-363","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","73 . Cafe-bar Alfa","88 994 79 92","Home Army 112 A","null","Bars"
"1616843807-359","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","69 . Cafe Kossakówka workshop","66 498 17 82","ul. Świętopełka 13","null","Coffee and tea , Cafes"
"1616843823-386","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=90","96. Katarzyna Grzenkowicz Cafe Bar U Kasi Prace Remontowo","58 679 34 40","Gen. Anders 4","null","Bary"
"1616843807-358","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","68 . Cafe Ferber","58 551 45 81","ul. Bohaterów Monte Cassino 48","null","$$ Cafes , Coffee & Tea"
"1616843813-370","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","80 . Contrast Cafe","50 351 64 01","Bulwar Nadmorski","null","$$Bary"
"1616843819-379","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","89 . Piano Cafe","58 664 94 58","al. Zwycięstwa 256","null",""
"1616843801-341","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","51 . Coffee Style","58 380 11 55","ul. Żółkiewskiego 43A","null","Coffee and tea , Specialty schools , Coffee Roasteries"
"1616843797-333","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","43 . Pellowski Bakery Confectionery","58 301 45 20","ul. Długa 40/42","null","Bakeries , Cookies , Cafes"
"1616843813-366","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","76 . Flemming Cafe","69 422 04 85","Abbot Jacek Rybiński 8","null",""
"1616843785-319","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","29. Ciuciubabka","50 009 48 30","ul. Piłsudskiego 30","null","$Kawa i herbata, Kawiarnie"
"1616843779-308","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","18. Goldwasser Café","","Długie Pobrzeże 22","null","Kawa i herbata, Kawiarnie"
"1616843828-393","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=100","103. Dom Kącik Cafe Kącik Andrzej Chabski","","Zalewowa 14a","null","Kwatery prywatne"
"1616843779-306","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","16. Przyjaciółki Cafe","50 961 32 69","ul. Jana Jerzego Haffnera 7 / 9","null","$Kawiarnie, Kawa i herbata"
"1616843819-374","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","84 . La Crema Cafe","78 164 99 10","ul. Bohaterów Monte Cassino 14","null",""
"1616843774-299","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","9. Cafe Kamienica","58 301 12 30","ul. Mariacka 37/39","null","$Kawa i herbata, Kawiarnie"
"1616843801-343","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","53 . Blue Cafe","58 346 38 71","ul. Chmielna 103/104","null",""
